ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
554	जमदग्नेः ऋषेः पत्नी का आसीत्?	रेणुका		रेणुका	1	(:Rishi {'lemma': जमदग्नि})-[:IS_FATHER_OF]->({'lemma': परशुराम}); (:Rishi {'lemma': जमदग्नि})-[:IS_KILLED_BY]->({'lemma': अर्जुन})	रेणुका	1	(:Rishi {'lemma': जमदग्नि})-[:IS_FATHER_OF]->({'lemma': परशुराम}); (:Rishi {'lemma': जमदग्नि})-[:IS_KILLED_BY]->({'lemma': अर्जुन})	"उत्तरम्: रेणुकायाम्

जमदग्नेः ऋषेः पत्नी रेणुका आसीत् रेणुका परशुरामस्य माता च आसीत्"	1	
555	राज्ञः सगरस्य द्वितीयपत्न्याः किं नाम आसीत्?	सुमतिः		सुमति	1	(:King {'lemma': सगर})<-[:IS_WIFE_OF]-({'lemma': सुमति})	सुमति	1	(:Human {'lemma': सगर})-[:IS_FATHER_OF]->({'lemma': असमञ्ज}); (:Human {'lemma': सगर})<-[:IS_FATHER_OF]-({'lemma': असित}); (:Human {'lemma': सगर})-[:IS_POISONED_BY]->({'lemma': असितभार्या})	सुमत्या	1	(:King {'lemma': सगर})<-[:IS_WIFE_OF]-({'lemma': सुमति})
556	महर्षेः कश्यपस्य पत्न्याः किं नाम आसीत्?	अदितिः		दिति	1	(:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': दानू}); (:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': ताम्रा}); (:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': दिति})	दानू, ताम्रा, दिति	1	(:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': दानू}); (:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': ताम्रा}); (:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': दिति})	अदित्या	1	(:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': अदिति}); (:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': दानू}); (:Rishi {'lemma': कश्यप})<-[:IS_WIFE_OF]-({'lemma': ताम्रा})
557	महर्षेः विश्वामित्रस्य पत्नी का आसीत्?	सती		मेना	1	(:Rishi {'lemma': विश्वामित्र})<-[:IS_FATHER_OF]-({'lemma': गाधि}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SISTER_OF]-({'lemma': सत्यवती}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SISTER_OF]-({'lemma': कौशिकी})	सत्यवती	1	(:Rishi {'lemma': विश्वामित्र})<-[:IS_FATHER_OF]-({'lemma': गाधि}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SISTER_OF]-({'lemma': सत्यवती}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SISTER_OF]-({'lemma': कौशिकी})	"उत्तरम्: मेनकायाम्

महर्षेः विश्वामित्रस्य पत्नी मेनका आसीत् मेनका एका अप्सरा आसीत् या विश्वामित्रस्य तपस्यां भङ्क्तुं स्वर्गलोकात् प्रेषिता तयोः सम्बन्धात् शकुन्तला नाम्नी कन्या जाता"	1	
558	इक्ष्वाकोः पत्न्याः किं नाम आसीत्?	अलम्बुषा		अलम्बुषा	1	(:Human {'lemma': इक्ष्वाकु})<-[:IS_WIFE_OF]-({'lemma': अलम्बुषा}); (:Human {'lemma': इक्ष्वाकु})-[:IS_FATHER_OF]->({'lemma': कुक्षि}); (:Human {'lemma': इक्ष्वाकु})<-[:IS_FATHER_OF]-({'lemma': मनु})	अलम्बुषा	1	(:Human {'lemma': इक्ष्वाकु})<-[:IS_WIFE_OF]-({'lemma': अलम्बुषा}); (:Human {'lemma': इक्ष्वाकु})-[:IS_FATHER_OF]->({'lemma': कुक्षि}); (:Human {'lemma': इक्ष्वाकु})<-[:IS_FATHER_OF]-({'lemma': मनु})	अलम्बुषायाम्	1	(:Human {'lemma': इक्ष्वाकु})<-[:IS_WIFE_OF]-({'lemma': अलम्बुषा})
559	ऋषेः याज्ञवल्क्यस्य पत्न्याः किं नाम आसीत्?	मैत्रेयी		मैत्रेयी	1		मैत्रेयी	1		"उत्तरम्: मैत्रेयी

याज्ञवल्क्य ऋषेः प्रसिद्धा पत्नी मैत्रेयी आसीत् सा विदुषी ब्रह्मवादिनी च आसीत्"	1	
560	राका, पुष्पोत्कटा बलाका च कस्य पत्न्यः आसन्?	विश्रवसः		रावणस्य	1		सुमालीस्य	1	(:Rakshashi {'lemma': पुष्पोत्कटा})-[:IS_DAUGHTER_OF]->({'lemma': सुमाली})	उत्तरम्: विभीषणस्य	1	
561	इन्द्रस्य पत्न्याः किं नाम आसीत्?	शची		शची	1	(:God {'lemma': इन्द्र})<-[:IS_WIFE_OF]-({'lemma': शची}); (:God {'lemma': इन्द्र})-[:IS_SON_OF]->({'lemma': अदिति}); (:God {'lemma': इन्द्र})-[:WAS_ACCOMPANIED_BY]->({'lemma': निद्रा})	अहल्या	1	(:God {'lemma': इन्द्र})<-[:WAS_RAPED_BY_INDRA]-({'lemma': अहल्या}); (:God {'lemma': इन्द्र})-[:WAS_ACCOMPANIED_BY]->({'lemma': निद्रा}); (:God {'lemma': इन्द्र})<-[:RECEIVED_THE_DIRT_OF]-({'lemma': मलद})	शच्या	1	(:God {'lemma': इन्द्र})<-[:IS_WIFE_OF]-({'lemma': शची})
562	सुमतिः कञ्जानना च एषाम् कस्य पत्न्योः नामनी स्तः?	लवस्य	 लवस्य / कुशस्य / शत्रुघ्नस्य / चंद्रकेतोः	शत्रुघ्नस्य	1		लवस्य	1		शत्रुघ्नस्य	1	(:Human {'lemma': सुमति})-[:IS_WIFE_OF]->({'lemma': सगर})
563	चन्द्रमसः पत्न्याः किं नाम आसीत्?	रोहिणी		रोहिणी	1		रोहिणी	1		उत्तरम्: तारा	1	
564	हनुमतः पुत्रः एतेषु कः आसीत्?	मकरध्वजः	 कपिध्वजः / शतध्वजः / मकरध्वजः / सीरध्वजः	मकरध्वजः	1		मकरध्वजः	1		"उत्तरम्: मकरध्वजः

हनुमतः पुत्रः मकरध्वजः आसीत् रामायणे वर्णितानुसारं हनुमतः मकरध्वजः नाम पुत्रः आसीत्"	1	
565	लक्ष्मणस्य पुत्रः एतेषु कः आसीत्?	चन्द्रकेतुः	 लवः / चंद्रकेतुः / कुशः / सुमन्त्रः	चंद्रकेतुः	1		चंद्रकेतुः	1	(:Human {'lemma': चन्द्रकेतु})-[:IS_SON_OF]->({'lemma': लक्ष्मण}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})	चन्द्रकेतुः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद})
566	कुम्भकर्णस्य पुत्रः एतेषु कः आसीत्?	निकुुम्भः	 अक्षकुमारः / मेल्हः / मकराक्षः / निकुंभः	मकराक्षः	1		निकुंभः	1	(:Rakshasa {'lemma': कुम्भकर्ण})<-[:IS_NEPHEW_OF]-({'lemma': अतिकाय}); (:Rakshasa {'lemma': कुम्भकर्ण})<-[:IS_NEPHEW_OF]-({'lemma': देवान्तक}); (:Human {'lemma': पुत्र})<-[:HAS_CARRIED_THE_CORPS_OF]-({'lemma': ब्राह्मण})	"उत्तरम्: अक्षकुमारः

कुम्भकर्णस्य पुत्रः अक्षकुमारः आसीत् अन्ये त्रयः विकल्पाः - मेल्हः, मकराक्षः, निकुंभः - कुम्भकर्णस्य पुत्राः न सन्ति"	1	
567	भरतस्य पुत्रः एतेषु कः आसीत्?	तक्षः	 तक्षः / चंद्रकेतुः / कुशः / अंगदः	तक्षः	1	(:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': तक्ष})	तक्षः	1	(:Human {'lemma': तक्ष})-[:IS_SON_OF]->({'lemma': भरत}); (:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': तक्ष}); (:Human {'lemma': चन्द्रकेतु})-[:IS_SON_OF]->({'lemma': लक्ष्मण})	"उत्तरम्: तक्षः

भरतस्य पुत्रौ तक्षः पुष्करश्च आस्ताम् अतः एतेषु विकल्पेषु तक्षः एव भरतस्य पुत्रः आसीत्"	1	
568	सम्पातेः पुत्रः एतेषु कः आसीत्?	सुपार्श्वः	 जटायुः / दीर्घायुः / चिरायुः / सुपार्श्वः	सुपार्श्वः	1		जटायुः	1	(:Devine_bird {'lemma': सम्पाति})<-[:IS_BROTHER_OF]-({'lemma': जटायु}); (:Devine_bird {'lemma': सम्पाति})-[:WENT_TO_SEE]->({'lemma': निशाकर})	"उत्तरम्: सुपार्श्वः

यद्यपि दत्तनिष्कर्षे जटायोः पितृत्वं दर्शितम्, तथापि प्रश्ने सम्पातेः पुत्रविषये पृष्टम् रामायणानुसारं सम्पातेः पुत्रः सुपार्श्वः आसीत्, न तु जटायुः अतः प्रदत्तविकल्पेभ्यः सुपार्श्वः एव सम्यगुत्तरम्"	1	(:Devine_bird {'lemma': जटायु})<-[:IS_FATHER_OF]-({'lemma': अरुण})
569	दशरथस्य पुत्री एतासु का आसीत्?	शान्ता	 सुयशा / सुनन्दा / शान्ता / सुनयना	शान्ता	1		शान्ता	1	(:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})	शान्तायाम्	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज})
570	विभीषणस्य पुत्री एतासु का आसीत्?	कला	 ललिता / कला / सुकन्या / मीनाक्षी	सुकन्या	1		कला	1	(:Rakshasa {'lemma': विभीषण})<-[:IS_DAUGHTER_OF]-({'lemma': कला})	कला	1	(:Rakshashi {'lemma': कला})-[:IS_DAUGHTER_OF]->({'lemma': विभीषण}); (:Rakshasa {'lemma': विभीषण})<-[:IS_DAUGHTER_OF]-({'lemma': कला})
571	शत्रुघ्नस्य पुत्रः एतेषु कः आसीत्?	सुबाहुः	 चन्द्रकेतुः / अङ्गदः / सुबाहुः / लवः	सुबाहुः	1		चन्द्रकेतुः	1	(:Human {'lemma': चन्द्रकेतु})-[:IS_SON_OF]->({'lemma': लक्ष्मण})	चन्द्रकेतुः	1	(:Human {'lemma': चन्द्रकेतु})-[:IS_SON_OF]->({'lemma': लक्ष्मण})
572	भरतस्य पुत्रः एतेषु कः आसीत्?	पुष्कलः	 अंगदः / कुशः / पुष्कलः / चंद्रकेतुः	पुष्कलः	1		पुष्कलः	1		पुष्कलः	1	(:Human {'lemma': पुष्कल})-[:IS_SON_OF]->({'lemma': भरत}); (:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': पुष्कल})
