index	ID	QUESTION	ANSWER	CHOICES	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct	ANSWER_LEMMA	gpt-4o_LEMMA	gpt-4o-mini_LEMMA	llama-v3p1-405b-instruct_LEMMA	llama-v3p1-8b-instruct_LEMMA
344	345	वज्रास्त्रं, ऐषीकास्त्रं, वायव्यास्त्रं च श्रीरामाय कः अददात्?	विश्वामित्रः		विस्वामित्रः	विश्वामित्रः	कश्यपः	अग्नि	['viśvāmitra']	visvāmitra	kaśyapa	viśvāmitra	agni
345	346	दण्डचक्रं, कालचक्रं, विष्णुचक्रं, ऐन्द्रचक्रं च इत्येतानि अस्त्राणि श्रीरामाय कः ऋषिः अददात्?	विश्वामित्रः		अगस्त्यमुनिः	अगस्त्यः	वैशम्पायनः	वशिष्ठ ऋषिः	['viśvāmitra']	agastya oni	vaiśampāyana	agastya	vaśiṣṭha ṛṣi
346	347	धर्मपाशं, कालपाशं, वरुणपाशं च नामकानि अस्त्राणि श्रीरामाय कः अददात्?	विश्वामित्रः		विस्वामित्रः	अगस्त्यः	रामः	अग्नि	['viśvāmitra']	visvāmitra	rāma	agastya	agni
347	348	शिखरास्त्रं, क्रौंचास्त्रं, सौम्यास्त्रं च श्रीरामाय कः अददात्?	विश्वामित्रः		विष्वामित्रः	अगस्त्यः	सीता	अग्निवेश्वरः	['viśvāmitra']	viṣvāmitra	sītā	agastya	agniveśvara
348	349	सम्मोहनास्त्रं, मानवास्त्रं च कस्य प्रियास्त्रे?	गन्धर्वाणाम्		मेघनादस्य	वरुणस्य	रामस्य प्रियास्त्रे	रामायणे	['gandharva']	meghanāda	rāma astra	varuṇa	rāmāyaṇa
349	350	तत् कम् अस्त्रः यत् पिशाचानां प्रियम् अस्त्रं मन्यते?	मोहनास्त्रम्		राक्षसः	शूलम्	पाशम्	माया	['mohana astra']	rākṣasa	pāśa	śūla	māyā
350	351	तेजःप्रभः नामकम् अस्त्रं कस्य देवस्य अस्ति?	सूर्यस्य; सूर्यदेवस्य		विष्णोः	सूर्यदेवस्य	आग्नेयस्य	रावणाच्या	['sūrya', 'sūryadeva']	viṣṇu	āgneya	sūryadeva	rāvaṇācī
351	352	शिशिरः नामकः अस्त्रः कस्य देवस्य अस्ति?	सोमस्य		शिवस्य	महादेवस्य	इन्द्रस्य	शिवाचा	['soma']	śiva	indra	mahādeva	śivācā
352	353	मनोः अस्त्रः एतेषु कः अस्ति?	शीतेषुः	 शिखरः / सौम्यः / रुचिरः / शीतेषुः	शीतेषुः	शीतेषुः	सौम्यः	शीतेषु	['śīteṣu']	śīteṣu	saumya	śīteṣu	śīta
353	354	एतेषु कः अस्त्रः यः पूर्वं प्रजापतेः कृशाश्वस्य पुत्रः न अस्ति?	नारायणास्त्रः	 रुचिरास्त्रः / नारायणास्त्रः / पन्थानास्त्रः / मकरास्त्रः	नारायणास्त्रः	मकरास्त्रः	पन्थानास्त्रः	रुचिरास्त्रः	['nārāyaṇa astra']	nārāyaṇa astra	pathin astra	makara astra	rucira astra
354	355	एतेषु कः अस्त्रः यः पूर्वं प्रजापतेः कृशाश्वस्य पुत्रः आसीत्?	रुचिरास्त्रः 	 ऐंद्रास्त्रः / ब्रह्मास्त्रः / रुचिरास्त्रः / ब्रह्मशिरास्त्रः	ब्रह्मशिरास्त्रः	ब्रह्मास्त्रः	ब्रह्मास्त्रः	ब्रह्मास्त्रः	['rucira astra']	brahman śiras astra	brahmāstra	brahmāstra	brahmāstra
355	356	ब्रह्मदण्डः कस्य ऋषेः अस्त्रः आसीत्?	वसिष्ठस्य		वासिष्ठस्य	वसिष्ठस्य	विश्वामित्रस्य	अगस्त्यस्य	['vasiṣṭha']	vāsiṣṭha	viśvāmitra	vasiṣṭha	agastya
356	357	विष्णोः चक्रम् किम् उच्यते स्म?	सुदर्शनम्		सुदर्शनम्	सुदर्शनम्	सुदर्शनम्	सुदर्शनं	['sudarśana']	sudarśana	sudarśana	sudarśana	sudarśana
357	358	ऋषिः विश्वामित्रः कस्य देवस्य तपः कृत्वा दिव्यास्त्राणि प्राप्तवान्?	शिवस्य; महादेवस्य		महेन्द्रस्य	शिवस्य	ज्येष्ठदेवस्य	अग्नेः	['śiva', 'mahādeva']	indra	jyeṣṭhadeva	śiva	agni
358	359	सः कः अस्त्रः यस्य प्रयोगं कृत्वा शत्रुसैनिकाः निद्राम् गच्छन्ति?	जृम्भकास्त्रम्		सौम्यानास्त्रः	मोहास्त्रः	मोहनास्त्रम्	अनार्या	['jṛmbhaka astra']	saumya astra	mohana astra	moha astra	anārya
